Name,Start,Finish,code,duration,time_start,time_finish
around_right             ,00:00:00.000 , 00:00:00.652,4,0.652,0.0,0.652
around_door              ,00:00:00.666 , 00:00:03.041,14,2.375,0.666,3.041
look_down                ,00:00:03.000 , 00:00:04.027,20,1.027,3.0,4.027
around_left              ,00:00:04.013 , 00:00:04.402,3,0.389,4.013,4.402
walk                     ,00:00:04.402 , 00:00:06.972,18,2.57,4.402,6.972
around_right             ,00:00:06.916 , 00:00:07.819,4,0.903,6.916,7.819
rearing_sup              ,00:00:07.777 , 00:00:09.888,16,2.111,7.777,9.888
around_emptywall         ,00:00:09.888 , 00:00:12.027,15,2.139,9.888,12.027
walk                     ,00:00:11.986 , 00:00:13.902,18,1.916,11.986,13.902
rearing_sup              ,00:00:13.888 , 00:00:15.513,16,1.625,13.888,15.513
look_down                ,00:00:15.513 , 00:00:18.236,20,2.723,15.513,18.236
around_feeder            ,00:00:18.222 , 00:00:21.819,12,3.597,18.222,21.819
walk                     ,00:00:21.777 , 00:00:23.027,18,1.25,21.777,23.027
rearing_nosup            ,00:00:23.000 , 00:00:24.055,17,1.055,23.0,24.055
look_around              ,00:00:24.013 , 00:00:26.305,19,2.292,24.013,26.305
rearing_sup              ,00:00:26.263 , 00:00:28.847,16,2.584,26.263,28.847
walk                     ,00:00:28.805 , 00:00:33.875,18,5.07,28.805,33.875
around_right             ,00:00:33.888 , 00:00:35.972,4,2.084,33.888,35.972
push_right               ,00:00:35.958 , 00:00:37.930,1,1.972,35.958,37.93
walk                     ,00:00:37.944 , 00:00:39.513,18,1.569,37.944,39.513
around_door              ,00:00:39.527 , 00:00:41.375,14,1.848,39.527,41.375
around_wallwithlever     ,00:00:41.375 , 00:00:42.402,13,1.027,41.375,42.402
rearing_sup              ,00:00:42.388 , 00:00:45.013,16,2.625,42.388,45.013
walk                     ,00:00:44.972 , 00:00:46.513,18,1.541,44.972,46.513
sit                      ,00:00:46.513 , 00:00:51.249,6,4.736,46.513,51.249
walk                     ,00:00:51.194 , 00:00:53.986,18,2.792,51.194,53.986
around_emptywall         ,00:00:53.958 , 00:00:54.958,15,1.0,53.958,54.958
approach_feeder          ,00:00:54.944 , 00:00:56.527,11,1.583,54.944,56.527
look_down                ,00:00:56.513 , 00:00:58.999,20,2.486,56.513,58.999
around_feeder            ,00:00:58.972 , 00:01:02.055,12,3.083,58.972,62.055
