Name,Start,Finish,code,duration,time_start,time_finish
feeder                   ,00:00:08.594 , 00:00:10.702,9,2.108,0.0,2.108
look_down                ,00:00:10.648 , 00:00:15.459,20,4.811,2.054,6.865
approach_left            ,00:00:15.513 , 00:00:18.648,7,3.135,6.919,10.054
around_left              ,00:00:18.378 , 00:00:19.189,3,0.811,9.784,10.595
approach_right           ,00:00:19.162 , 00:00:19.540,2,0.378,10.568,10.946
push_right               ,00:00:19.540 , 00:00:20.918,1,1.378,10.946,12.324
approach_feeder          ,00:00:20.891 , 00:00:21.567,11,0.676,12.297,12.973
feeder                   ,00:00:21.594 , 00:00:24.297,9,2.703,13.0,15.703
look_down                ,00:00:24.270 , 00:00:27.513,20,3.243,15.676,18.919
approach_right           ,00:00:27.405 , 00:00:28.513,2,1.108,18.811,19.919
push_right               ,00:00:28.540 , 00:00:30.027,1,1.487,19.946,21.433
approach_feeder          ,00:00:30.000 , 00:00:31.027,11,1.027,21.406,22.433
feeder                   ,00:00:30.945 , 00:00:31.945,9,1.0,22.351,23.351
walk                     ,00:00:31.945 , 00:00:33.567,18,1.622,23.351,24.973
rearing_sup              ,00:00:33.432 , 00:00:34.945,16,1.513,24.838,26.351
approach_right           ,00:00:34.918 , 00:00:35.270,2,0.352,26.324,26.676
push_right               ,00:00:35.135 , 00:00:36.675,1,1.54,26.541,28.081
approach_feeder          ,00:00:36.621 , 00:00:37.810,11,1.189,28.027,29.216
feeder                   ,00:00:37.756 , 00:00:41.540,9,3.784,29.162,32.946
walk                     ,00:00:41.513 , 00:00:43.243,18,1.73,32.919,34.649
rearing_sup              ,00:00:43.243 , 00:00:45.459,16,2.216,34.649,36.865
approach_right           ,00:00:45.459 , 00:00:46.270,2,0.811,36.865,37.676
push_right               ,00:00:46.216 , 00:00:47.432,1,1.216,37.622,38.838
approach_feeder          ,00:00:47.405 , 00:00:48.054,11,0.649,38.811,39.46
feeder                   ,00:00:47.972 , 00:00:52.486,9,4.514,39.378,43.892
around_feeder            ,00:00:52.405 , 00:00:54.567,12,2.162,43.811,45.973
grooming                 ,00:00:54.594 , 00:01:01.324,5,6.73,46.0,52.73
around_feeder            ,00:01:01.270 , 00:01:04.000,12,2.73,52.676,55.406
approach_right           ,00:01:03.891 , 00:01:06.324,2,2.433,55.297,57.73
push_right               ,00:01:06.486 , 00:01:07.729,1,1.243,57.892,59.135
approach_feeder          ,00:01:07.783 , 00:01:09.054,11,1.271,59.189,60.46
feeder                   ,00:01:09.081 , 00:01:11.486,9,2.405,60.487,62.892
around_feeder            ,00:01:11.486 , 00:01:14.135,12,2.649,62.892,65.541
approach_right           ,00:01:14.108 , 00:01:15.108,2,1.0,65.514,66.514
push_right               ,00:01:15.027 , 00:01:16.351,1,1.324,66.433,67.757
approach_feeder          ,00:01:16.324 , 00:01:17.729,11,1.405,67.73,69.135
feeder                   ,00:01:17.675 , 00:01:18.972,9,1.297,69.081,70.378
around_feeder            ,00:01:18.891 , 00:01:22.648,12,3.757,70.297,74.054
rearing_sup              ,00:01:22.648 , 00:01:25.000,16,2.352,74.054,76.406
look_down                ,00:01:25.027 , 00:01:28.972,20,3.945,76.433,80.378
around_feeder            ,00:01:28.945 , 00:01:31.162,12,2.217,80.351,82.568
rearing_sup              ,00:01:31.162 , 00:01:38.729,16,7.567,82.568,90.135
approach_left            ,00:01:38.594 , 00:01:39.837,7,1.243,90.0,91.243
around_left              ,00:01:39.918 , 00:01:41.270,3,1.352,91.324,92.676
rearing_sup              ,00:01:41.297 , 00:01:43.702,16,2.405,92.703,95.108
approach_right           ,00:01:43.621 , 00:01:44.405,2,0.784,95.027,95.811
push_right               ,00:01:44.405 , 00:01:45.756,1,1.351,95.811,97.162
approach_feeder          ,00:01:45.756 , 00:01:46.594,11,0.838,97.162,98.0
feeder                   ,00:01:46.567 , 00:01:48.081,9,1.514,97.973,99.487
around_feeder            ,00:01:48.027 , 00:01:54.864,12,6.837,99.433,106.27
rearing_sup              ,00:01:54.864 , 00:02:01.135,16,6.271,106.27,112.541
approach_right           ,00:02:01.162 , 00:02:03.864,2,2.702,112.568,115.27
push_right               ,00:02:03.756 , 00:02:05.675,1,1.919,115.162,117.081
approach_feeder          ,00:02:05.621 , 00:02:06.918,11,1.297,117.027,118.324
feeder                   ,00:02:06.864 , 00:02:08.702,9,1.838,118.27,120.108
approach_left            ,00:02:08.675 , 00:02:10.837,7,2.162,120.081,122.243
look_down                ,00:02:10.756 , 00:02:14.432,20,3.676,122.162,125.838
around_left              ,00:02:14.621 , 00:02:15.864,3,1.243,126.027,127.27
approach_right           ,00:02:15.783 , 00:02:16.864,2,1.081,127.189,128.27
push_right               ,00:02:16.918 , 00:02:18.108,1,1.19,128.324,129.514
approach_feeder          ,00:02:18.162 , 00:02:18.675,11,0.513,129.568,130.081
feeder                   ,00:02:18.648 , 00:02:19.972,9,1.324,130.054,131.378
approach_right           ,00:02:20.027 , 00:02:22.621,2,2.594,131.433,134.027
push_right               ,00:02:22.621 , 00:02:24.135,1,1.514,134.027,135.541
approach_feeder          ,00:02:24.135 , 00:02:25.081,11,0.946,135.541,136.487
feeder                   ,00:02:25.027 , 00:02:29.594,9,4.567,136.433,141.0
approach_right           ,00:02:29.540 , 00:02:31.027,2,1.487,140.946,142.433
push_right               ,00:02:31.189 , 00:02:32.486,1,1.297,142.595,143.892
approach_feeder          ,00:02:32.432 , 00:02:33.270,11,0.838,143.838,144.676
feeder                   ,00:02:33.243 , 00:02:36.540,9,3.297,144.649,147.946
approach_right           ,00:02:36.540 , 00:02:37.756,2,1.216,147.946,149.162
push_right               ,00:02:37.729 , 00:02:38.918,1,1.189,149.135,150.324
approach_feeder          ,00:02:38.945 , 00:02:40.324,11,1.379,150.351,151.73
feeder                   ,00:02:40.297 , 00:02:44.189,9,3.892,151.703,155.595
approach_right           ,00:02:44.189 , 00:02:45.972,2,1.783,155.595,157.378
push_right               ,00:02:45.945 , 00:02:47.216,1,1.271,157.351,158.622
approach_feeder          ,00:02:47.216 , 00:02:48.837,11,1.621,158.622,160.243
feeder                   ,00:02:48.810 , 00:02:51.486,9,2.676,160.216,162.892
approach_left            ,00:02:51.432 , 00:02:52.864,7,1.432,162.838,164.27
around_left              ,00:02:52.864 , 00:02:53.432,3,0.568,164.27,164.838
approach_right           ,00:02:53.459 , 00:02:53.891,2,0.432,164.865,165.297
push_right               ,00:02:53.972 , 00:02:55.135,1,1.163,165.378,166.541
approach_feeder          ,00:02:55.162 , 00:02:56.027,11,0.865,166.568,167.433
feeder                   ,00:02:56.027 , 00:02:58.108,9,2.081,167.433,169.514
approach_right           ,00:02:58.054 , 00:03:00.081,2,2.027,169.46,171.487
push_right               ,00:03:00.243 , 00:03:01.486,1,1.243,171.649,172.892
approach_feeder          ,00:03:01.513 , 00:03:02.486,11,0.973,172.919,173.892
feeder                   ,00:03:02.513 , 00:03:05.324,9,2.811,173.919,176.73
