Name,Start,Finish,code,duration,time_start,time_finish
approach_right           ,00:00:00.020 , 00:00:01.060,2,1.04,0.0,1.04
around_right             ,00:00:01.040 , 00:00:01.460,4,0.42,1.02,1.44
approach_feeder          ,00:00:01.460 , 00:00:02.860,11,1.4,1.44,2.84
around_feeder            ,00:00:02.860 , 00:00:04.470,12,1.61,2.84,4.45
walk                     ,00:00:04.470 , 00:00:06.600,18,2.13,4.45,6.58
approach_left            ,00:00:06.610 , 00:00:08.570,7,1.96,6.59,8.55
approach_right           ,00:00:08.570 , 00:00:09.870,2,1.3,8.55,9.85
push_right               ,00:00:09.890 , 00:00:10.800,1,0.91,9.87,10.78
approach_feeder          ,00:00:10.810 , 00:00:12.270,11,1.46,10.79,12.25
feeder                   ,00:00:12.270 , 00:00:15.790,9,3.52,12.25,15.77
around_feeder            ,00:00:15.790 , 00:00:18.980,12,3.19,15.77,18.96
walk                     ,00:00:19.030 , 00:00:21.490,18,2.46,19.01,21.47
approach_left            ,00:00:21.540 , 00:00:22.060,7,0.52,21.52,22.04
look_down                ,00:00:22.040 , 00:00:24.140,20,2.1,22.02,24.12
around_emptywall         ,00:00:24.120 , 00:00:25.160,15,1.04,24.1,25.14
approach_feeder          ,00:00:25.180 , 00:00:25.820,11,0.64,25.16,25.8
feeder                   ,00:00:25.830 , 00:00:31.220,9,5.39,25.81,31.2
around_feeder            ,00:00:31.230 , 00:00:39.190,12,7.96,31.21,39.17
walk                     ,00:00:39.210 , 00:00:45.040,18,5.83,39.19,45.02
rearing_sup              ,00:00:45.030 , 00:00:47.730,16,2.7,45.01,47.71
walk                     ,00:00:47.720 , 00:00:49.920,18,2.2,47.7,49.9
around_feeder            ,00:00:49.890 , 00:00:53.200,12,3.31,49.87,53.18
approach_right           ,00:00:53.190 , 00:00:55.200,2,2.01,53.17,55.18
push_right               ,00:00:55.210 , 00:00:55.860,1,0.65,55.19,55.84
approach_feeder          ,00:00:55.860 , 00:00:56.470,11,0.61,55.84,56.45
feeder                   ,00:00:56.510 , 00:01:04.920,9,8.41,56.49,64.9
rearing_sup              ,00:01:04.940 , 00:01:09.030,16,4.09,64.92,69.01
look_around              ,00:01:09.010 , 00:01:09.890,19,0.88,68.99,69.87
rearing_sup              ,00:01:09.870 , 00:01:10.990,16,1.12,69.85,70.97
walk                     ,00:01:11.000 , 00:01:12.900,18,1.9,70.98,72.88
look_down                ,00:01:12.910 , 00:01:14.280,20,1.37,72.89,74.26
push_left                ,00:01:14.320 , 00:01:15.120,8,0.8,74.3,75.1
approach_right           ,00:01:15.110 , 00:01:15.790,2,0.68,75.09,75.77
push_right               ,00:01:15.810 , 00:01:16.740,1,0.93,75.79,76.72
approach_feeder          ,00:01:16.740 , 00:01:17.600,11,0.86,76.72,77.58
feeder                   ,00:01:17.650 , 00:01:21.290,9,3.64,77.63,81.27
rearing_sup              ,00:01:21.270 , 00:01:23.830,16,2.56,81.25,83.81
look_down                ,00:01:23.830 , 00:01:25.130,20,1.3,83.81,85.11
approach_right           ,00:01:25.140 , 00:01:26.630,2,1.49,85.12,86.61
push_right               ,00:01:26.650 , 00:01:27.690,1,1.04,86.63,87.67
push_right               ,00:01:27.710 , 00:01:28.730,1,1.02,87.69,88.71
approach_feeder          ,00:01:28.760 , 00:01:29.520,11,0.76,88.74,89.5
feeder                   ,00:01:29.520 , 00:01:38.080,9,8.56,89.5,98.06
look_down                ,00:01:38.060 , 00:01:39.260,20,1.2,98.04,99.24
rearing_sup              ,00:01:39.220 , 00:01:41.650,16,2.43,99.2,101.63
rearing_sup              ,00:01:41.650 , 00:01:44.800,16,3.15,101.63,104.78
approach_left            ,00:01:44.800 , 00:01:45.910,7,1.11,104.78,105.89
approach_right           ,00:01:45.930 , 00:01:47.020,2,1.09,105.91,107.0
rearing_sup              ,00:01:47.030 , 00:01:49.210,16,2.18,107.01,109.19
look_down                ,00:01:49.220 , 00:01:49.770,20,0.55,109.2,109.75
around_right             ,00:01:49.740 , 00:01:50.230,4,0.49,109.72,110.21
approach_feeder          ,00:01:50.250 , 00:01:51.390,11,1.14,110.23,111.37
around_feeder            ,00:01:51.380 , 00:01:53.030,12,1.65,111.36,113.01
approach_right           ,00:01:53.050 , 00:01:54.900,2,1.85,113.03,114.88
push_right               ,00:01:54.930 , 00:01:55.800,1,0.87,114.91,115.78
look_down                ,00:01:55.790 , 00:01:58.820,20,3.03,115.77,118.8
around_emptywall         ,00:01:58.820 , 00:01:59.440,15,0.62,118.8,119.42
around_right             ,00:01:59.440 , 00:02:00.260,4,0.82,119.42,120.24
push_right               ,00:02:00.270 , 00:02:01.150,1,0.88,120.25,121.13
push_right               ,00:02:01.160 , 00:02:02.670,1,1.51,121.14,122.65
push_right               ,00:02:02.720 , 00:02:03.620,1,0.9,122.7,123.6
approach_feeder          ,00:02:03.660 , 00:02:04.390,11,0.73,123.64,124.37
feeder                   ,00:02:04.410 , 00:02:16.940,9,12.53,124.39,136.92
