Name,Start,Finish,code,duration,time_start,time_finish
walk                      ,00:00:12.980 , 00:00:16.750,18,3.77,0.0,3.77
walk                     ,00:00:16.750 , 00:00:21.650,18,4.9,3.77,8.67
look_around              ,00:00:21.630 , 00:00:27.300,19,5.67,8.65,14.32
around_emptywall         ,00:00:27.310 , 00:00:28.450,15,1.14,14.33,15.47
walk                     ,00:00:28.450 , 00:00:29.880,18,1.43,15.47,16.9
walk                     ,00:00:29.880 , 00:00:31.230,18,1.35,16.9,18.25
walk                     ,00:00:31.230 , 00:00:32.800,18,1.57,18.25,19.82
walk                     ,00:00:32.820 , 00:00:34.700,18,1.88,19.84,21.72
around_emptywall         ,00:00:34.700 , 00:00:36.110,15,1.41,21.72,23.13
look_down                ,00:00:36.090 , 00:00:37.470,20,1.38,23.11,24.49
walk                     ,00:00:37.460 , 00:00:39.380,18,1.92,24.48,26.4
look_down                ,00:00:39.400 , 00:00:40.400,20,1.0,26.42,27.42
around_right             ,00:00:40.460 , 00:00:41.470,4,1.01,27.48,28.49
walk                     ,00:00:41.500 , 00:00:43.410,18,1.91,28.52,30.43
around_feeder            ,00:00:43.420 , 00:00:45.080,12,1.66,30.44,32.1
around_emptywall         ,00:00:45.070 , 00:00:47.280,15,2.21,32.09,34.3
walk                     ,00:00:47.300 , 00:00:50.830,18,3.53,34.32,37.85
around_emptywall         ,00:00:50.880 , 00:00:53.550,15,2.67,37.9,40.57
walk                     ,00:00:53.570 , 00:00:55.340,18,1.77,40.59,42.36
look_down                ,00:00:55.360 , 00:00:56.420,20,1.06,42.38,43.44
around_feeder            ,00:00:56.440 , 00:00:58.860,12,2.42,43.46,45.88
look_around              ,00:00:58.900 , 00:01:02.820,19,3.92,45.92,49.84
grooming                 ,00:01:02.830 , 00:01:06.590,5,3.76,49.85,53.61
walk                     ,00:01:06.560 , 00:01:08.720,18,2.16,53.58,55.74
around_emptywall         ,00:01:08.750 , 00:01:10.650,15,1.9,55.77,57.67
around_wallwithlever     ,00:01:10.660 , 00:01:13.250,13,2.59,57.68,60.27
look_down                ,00:01:13.300 , 00:01:14.990,20,1.69,60.32,62.01
around_door              ,00:01:15.010 , 00:01:16.390,14,1.38,62.03,63.41
look_down                ,00:01:16.390 , 00:01:18.750,20,2.36,63.41,65.77
around_left              ,00:01:18.760 , 00:01:19.970,3,1.21,65.78,66.99
around_wallwithlever     ,00:01:19.970 , 00:01:21.920,13,1.95,66.99,68.94
walk                     ,00:01:21.940 , 00:01:23.640,18,1.7,68.96,70.66
look_down                ,00:01:23.660 , 00:01:30.280,20,6.62,70.68,77.3
approach_left            ,00:01:30.290 , 00:01:31.780,7,1.49,77.31,78.8
around_left              ,00:01:31.800 , 00:01:32.270,3,0.47,78.82,79.29
walk                     ,00:01:32.300 , 00:01:35.420,18,3.12,79.32,82.44
around_emptywall         ,00:01:35.430 , 00:01:37.320,15,1.89,82.45,84.34
around_right             ,00:01:37.320 , 00:01:38.170,4,0.85,84.34,85.19
walk                     ,00:01:38.220 , 00:01:41.050,18,2.83,85.24,88.07
around_door              ,00:01:41.040 , 00:01:43.430,14,2.39,88.06,90.45
walk                     ,00:01:43.460 , 00:01:46.150,18,2.69,90.48,93.17
around_emptywall         ,00:01:46.160 , 00:01:49.630,15,3.47,93.18,96.65
rearing_sup              ,00:01:49.660 , 00:01:50.410,16,0.75,96.68,97.43
approach_right           ,00:01:50.460 , 00:01:52.300,2,1.84,97.48,99.32
around_right             ,00:01:52.350 , 00:01:54.010,4,1.66,99.37,101.03
look_down                ,00:01:54.100 , 00:01:55.370,20,1.27,101.12,102.39
approach_left            ,00:01:55.420 , 00:01:58.380,7,2.96,102.44,105.4
