Name,Start,Finish,code,duration,time_start,time_finish
approach_feeder          ,00:00:00.020 , 00:00:00.380,11,0.36,0.0,0.36
around_feeder            ,00:00:00.380 , 00:00:01.780,12,1.4,0.36,1.76
walk                     ,00:00:01.730 , 00:00:04.510,18,2.78,1.71,4.49
rearing_sup              ,00:00:04.530 , 00:00:08.540,16,4.01,4.51,8.52
around_feeder            ,00:00:08.552 , 00:00:11.368,12,2.816,8.532,11.348
walk                      ,00:00:11.407 , 00:00:16.763,18,5.356,11.387,16.743
around_door              ,00:00:16.736 , 00:00:18.618,14,1.882,16.716,18.598
grooming                 ,00:00:18.631 , 00:00:20.842,5,2.211,18.611,20.822
approach_right           ,00:00:20.881 , 00:00:23.092,2,2.211,20.861,23.072
push_right               ,00:00:23.065 , 00:00:23.605,1,0.54,23.045,23.585
rearing_sup              ,00:00:23.605 , 00:00:24.934,16,1.329,23.585,24.914
approach_feeder          ,00:00:24.934 , 00:00:25.631,11,0.697,24.914,25.611
around_feeder            ,00:00:25.644 , 00:00:26.763,12,1.119,25.624,26.743
rearing_sup              ,00:00:26.723 , 00:00:28.473,16,1.75,26.703,28.453
look_down                ,00:00:28.447 , 00:00:29.499,20,1.052,28.427,29.479
approach_left            ,00:00:29.486 , 00:00:30.723,7,1.237,29.466,30.703
look_down                ,00:00:30.723 , 00:00:32.210,20,1.487,30.703,32.19
rearing_sup              ,00:00:32.236 , 00:00:33.605,16,1.369,32.216,33.585
look_down                ,00:00:33.657 , 00:00:35.526,20,1.869,33.637,35.506
walk                     ,00:00:35.460 , 00:00:37.078,18,1.618,35.44,37.058
rearing_sup              ,00:00:37.105 , 00:00:38.513,16,1.408,37.085,38.493
around_emptywall         ,00:00:38.578 , 00:00:39.421,15,0.843,38.558,39.401
rearing_sup              ,00:00:39.460 , 00:00:40.368,16,0.908,39.44,40.348
around_emptywall         ,00:00:40.513 , 00:00:41.578,15,1.065,40.493,41.558
approach_feeder          ,00:00:41.592 , 00:00:42.184,11,0.592,41.572,42.164
feeder                   ,00:00:42.250 , 00:00:48.236,9,5.986,42.23,48.216
around_feeder            ,00:00:48.249 , 00:00:53.947,12,5.698,48.229,53.927
rearing_sup              ,00:00:53.907 , 00:01:00.105,16,6.198,53.887,60.085
around_feeder            ,00:01:00.092 , 00:01:17.723,12,17.631,60.072,77.703
walk                     ,00:01:17.697 , 00:01:19.710,18,2.013,77.677,79.69
rearing_nosup            ,00:01:19.671 , 00:01:20.723,17,1.052,79.651,80.703
walk                     ,00:01:20.697 , 00:01:22.210,18,1.513,80.677,82.19
approach_feeder          ,00:01:22.171 , 00:01:22.921,11,0.75,82.151,82.901
around_feeder            ,00:01:22.907 , 00:01:29.802,12,6.895,82.887,89.782
look_down                ,00:01:29.789 , 00:01:31.828,20,2.039,89.769,91.808
around_feeder            ,00:01:31.789 , 00:01:35.118,12,3.329,91.769,95.098
approach_right           ,00:01:35.118 , 00:01:36.999,2,1.881,95.098,96.979
push_right               ,00:01:37.013 , 00:01:37.934,1,0.921,96.993,97.914
approach_feeder          ,00:01:37.973 , 00:01:38.723,11,0.75,97.953,98.703
feeder                   ,00:01:38.736 , 00:01:46.565,9,7.829,98.716,106.545
walk                     ,00:01:46.618 , 00:01:47.513,18,0.895,106.598,107.493
rearing_sup              ,00:01:47.539 , 00:01:50.421,16,2.882,107.519,110.401
push_left                ,00:01:50.434 , 00:01:51.026,8,0.592,110.414,111.006
approach_feeder          ,00:01:51.026 , 00:01:51.526,11,0.5,111.006,111.506
rearing_sup              ,00:01:51.565 , 00:01:57.644,16,6.079,111.545,117.624
approach_wallwithlever   ,00:01:57.671 , 00:02:03.102,10,5.431,117.651,123.082
approach_right           ,00:02:03.131 , 00:02:04.249,2,1.118,123.111,124.229
rearing_sup              ,00:02:04.263 , 00:02:06.986,16,2.723,124.243,126.966
look_down                ,00:02:06.921 , 00:02:10.263,20,3.342,126.901,130.243
approach_feeder          ,00:02:10.184 , 00:02:11.921,11,1.737,130.164,131.901
around_feeder            ,00:02:11.960 , 00:02:13.407,12,1.447,131.94,133.387
approach_left            ,00:02:13.460 , 00:02:15.513,7,2.053,133.44,135.493
look_down                ,00:02:15.565 , 00:02:18.039,20,2.474,135.545,138.019
rearing_sup              ,00:02:18.105 , 00:02:19.684,16,1.579,138.085,139.664
push_left                ,00:02:19.750 , 00:02:21.302,8,1.552,139.73,141.282
approach_right           ,00:02:21.381 , 00:02:23.065,2,1.684,141.361,143.045
rearing_sup              ,00:02:23.092 , 00:02:25.013,16,1.921,143.072,144.993
push_right               ,00:02:25.052 , 00:02:25.210,1,0.158,145.032,145.19
approach_feeder          ,00:02:25.197 , 00:02:25.934,11,0.737,145.177,145.914
look_down                ,00:02:25.934 , 00:02:31.302,20,5.368,145.914,151.282
feeder                   ,00:02:31.289 , 00:02:38.618,9,7.329,151.269,158.598
around_feeder            ,00:02:38.631 , 00:02:50.907,12,12.276,158.611,170.887
rearing_sup              ,00:02:50.907 , 00:02:53.444,16,2.537,170.887,173.424
grooming                 ,00:02:53.434 , 00:02:58.394,5,4.96,173.414,178.374
walk                     ,00:02:58.434 , 00:02:59.855,18,1.421,178.414,179.835
rearing_sup              ,00:02:59.881 , 00:03:01.197,16,1.316,179.861,181.177
around_door              ,00:03:01.223 , 00:03:03.394,14,2.171,181.203,183.374
walk                     ,00:03:03.421 , 00:03:03.802,18,0.381,183.401,183.782
rearing_sup              ,00:03:03.802 , 00:03:05.697,16,1.895,183.782,185.677
around_feeder            ,00:03:05.723 , 00:03:10.026,12,4.303,185.703,190.006
look_down                ,00:03:10.013 , 00:03:12.855,20,2.842,189.993,192.835
around_door              ,00:03:12.907 , 00:03:16.236,14,3.329,192.887,196.216
look_down                ,00:03:16.249 , 00:03:19.473,20,3.224,196.229,199.453
walk                      ,00:03:19.434 , 00:03:23.368,18,3.934,199.414,203.348
rearing_sup              ,00:03:23.421 , 00:03:29.736,16,6.315,203.401,209.716
walk                     ,00:03:29.697 , 00:03:30.947,18,1.25,209.677,210.927
look_down                ,00:03:30.934 , 00:03:34.749,20,3.815,210.914,214.729
grooming                 ,00:03:34.802 , 00:03:35.763,5,0.961,214.782,215.743
rearing_sup              ,00:03:35.789 , 00:03:40.631,16,4.842,215.769,220.611
around_feeder            ,00:03:40.657 , 00:03:42.210,12,1.553,220.637,222.19
approach_right           ,00:03:42.263 , 00:03:42.986,2,0.723,222.243,222.966
around_emptywall         ,00:03:43.039 , 00:03:45.302,15,2.263,223.019,225.282
rearing_sup              ,00:03:45.263 , 00:03:47.657,16,2.394,225.243,227.637
rearing_sup              ,00:03:47.657 , 00:03:52.315,16,4.658,227.637,232.295
around_wallwithlever     ,00:03:52.355 , 00:03:53.789,13,1.434,232.335,233.769
look_down                ,00:03:53.802 , 00:03:54.894,20,1.092,233.782,234.874
walk                     ,00:03:54.907 , 00:03:56.013,18,1.106,234.887,235.993
around_door              ,00:03:56.065 , 00:03:56.631,14,0.566,236.045,236.611
approach_feeder          ,00:03:56.671 , 00:03:57.223,11,0.552,236.651,237.203
rearing_sup              ,00:03:57.276 , 00:04:02.710,16,5.434,237.256,242.69
around_feeder            ,00:04:02.710 , 00:04:10.039,12,7.329,242.69,250.019
walk                     ,00:04:10.039 , 00:04:11.421,18,1.382,250.019,251.401
around_emptywall         ,00:04:11.394 , 00:04:11.815,15,0.421,251.374,251.795
approach_feeder          ,00:04:11.802 , 00:04:12.118,11,0.316,251.782,252.098
around_feeder            ,00:04:12.118 , 00:04:13.671,12,1.553,252.098,253.651
walk                     ,00:04:13.723 , 00:04:15.407,18,1.684,253.703,255.387
around_door              ,00:04:15.394 , 00:04:21.605,14,6.211,255.374,261.585
approach_feeder          ,00:04:21.631 , 00:04:22.105,11,0.474,261.611,262.085
around_feeder            ,00:04:22.118 , 00:04:23.960,12,1.842,262.098,263.94
look_down                ,00:04:24.000 , 00:04:25.157,20,1.157,263.98,265.137
approach_left            ,00:04:25.197 , 00:04:26.236,7,1.039,265.177,266.216
approach_right           ,00:04:26.289 , 00:04:26.934,2,0.645,266.269,266.914
rearing_nosup            ,00:04:27.026 , 00:04:28.171,17,1.145,267.006,268.151
look_down                ,00:04:28.184 , 00:04:31.815,20,3.631,268.164,271.795
approach_left            ,00:04:31.855 , 00:04:33.921,7,2.066,271.835,273.901
around_door              ,00:04:33.921 , 00:04:35.052,14,1.131,273.901,275.032
rearing_sup              ,00:04:35.052 , 00:04:36.921,16,1.869,275.032,276.901
rearing_sup              ,00:04:36.921 , 00:04:41.907,16,4.986,276.901,281.887
around_door              ,00:04:41.921 , 00:04:43.500,14,1.579,281.901,283.48
rearing_sup              ,00:04:43.500 , 00:04:45.934,16,2.434,283.48,285.914
around_door              ,00:04:45.947 , 00:04:50.723,14,4.776,285.927,290.703
walk                     ,00:04:50.710 , 00:04:51.223,18,0.513,290.69,291.203
rearing_nosup            ,00:04:51.210 , 00:04:53.907,17,2.697,291.19,293.887
walk                     ,00:04:53.907 , 00:04:54.434,18,0.527,293.887,294.414
rearing_nosup            ,00:04:54.473 , 00:04:55.881,17,1.408,294.453,295.861
walk                     ,00:04:55.881 , 00:04:56.565,18,0.684,295.861,296.545
approach_right           ,00:04:56.578 , 00:04:57.078,2,0.5,296.558,297.058
push_right               ,00:04:57.092 , 00:04:57.447,1,0.355,297.072,297.427
rearing_sup              ,00:04:57.460 , 00:04:58.447,16,0.987,297.44,298.427
approach_feeder          ,00:04:58.460 , 00:04:59.131,11,0.671,298.44,299.111
feeder                   ,00:04:59.171 , 00:05:02.828,9,3.657,299.151,302.808
around_feeder            ,00:05:02.802 , 00:05:05.578,12,2.776,302.782,305.558
approach_right           ,00:05:05.552 , 00:05:07.118,2,1.566,305.532,307.098
push_right               ,00:05:07.144 , 00:05:07.342,1,0.198,307.124,307.322
rearing_sup              ,00:05:07.407 , 00:05:08.578,16,1.171,307.387,308.558
approach_feeder          ,00:05:08.500 , 00:05:08.973,11,0.473,308.48,308.953
rearing_nosup            ,00:05:09.039 , 00:05:09.486,17,0.447,309.019,309.466
walk                     ,00:05:09.486 , 00:05:11.421,18,1.935,309.466,311.401
rearing_sup              ,00:05:11.500 , 00:05:13.618,16,2.118,311.48,313.598
push_right               ,00:05:13.618 , 00:05:14.986,1,1.368,313.598,314.966
rearing_sup              ,00:05:15.078 , 00:05:16.157,16,1.079,315.058,316.137
approach_feeder          ,00:05:16.210 , 00:05:16.894,11,0.684,316.19,316.874
