Start,d_name,Time,Name,code
00:00:52.234 ,стойка,2.246,rearing_nosup,18
00:00:54.480 ,подход к правой педали,3.026,approach_right,1
00:00:55.260 ,подход к левой педали,4.306,approach_left,7
00:00:56.540 ,взаимодействие с педалью,5.036,around_wallwithlever,14
00:00:57.270 ,нос вверх,7.216,look_around,20
00:00:59.450 ,подход к кормушке,8.536,approach_feeder,12
00:01:00.770 ,стойка,12.162,rearing_nosup,18
00:01:04.396 ,стойка,13.773,rearing_nosup,18
00:01:06.007 ,нос вверх,14.476,look_around,20
00:01:06.710 ,стойка,16.966,rearing_nosup,18
00:01:09.200 ,подход к правой педали,18.622,approach_right,1
00:01:10.856 ,нос вверх,20.636,look_around,20
00:01:12.870 ,стойка,22.946,rearing_nosup,18
00:01:15.180 ,подход к кормушке,26.312,approach_feeder,12
00:01:18.546 ,нос вверх,29.086,look_around,20
00:01:21.320 ,подход к правой педали,31.328,approach_right,1
00:01:23.562 ,нос вверх,32.782,look_around,20
00:01:25.016 ,нос вверх,32.782,look_around,20
00:01:25.016 ,подход к левой педали,36.523,approach_left,7
00:01:28.757 ,нос вверх,37.186,look_around,20
00:01:29.420 ,взаимодействие с педалью,40.158,around_wallwithlever,14
00:01:32.392 ,подход к кормушке,43.106,approach_feeder,12
00:01:35.340 ,стойка,46.886,rearing_nosup,18
00:01:39.120 ,нос вверх,48.886,look_around,20
00:01:41.120 ,стойка,53.456,rearing_nosup,18
00:01:45.690 ,нос вверх,56.816,look_around,20
00:01:49.050 ,подход к правой педали,57.596,approach_right,1
00:01:49.830 ,сидит под правой педалью,59.436,look_down,21
00:01:51.670 ,стойка,65.756,rearing_nosup,18
00:01:57.990 ,подход к левой педали,67.309,approach_left,7
00:01:59.543 ,нос вверх,68.556,look_around,20
00:02:00.790 ,нюхает у двери,69.687,around_door,15
00:02:01.921 ,подход к кормушке,72.906,approach_feeder,12
00:02:05.140 ,взаимодействие с кормушкой,81.716,around_feeder,13
00:02:13.950 ,нос вверх,86.191,look_around,20
00:02:18.425 ,нос вверх,91.929,look_around,20
00:02:24.163 ,нос вверх,94.806,look_around,20
00:02:27.040 ,подход к правой педали,97.236,approach_right,1
00:02:29.470 ,подход к левой педали,101.826,approach_left,7
00:02:34.060 ,умывание,112.976,grooming,5
00:02:45.210 ,нос вверх,114.066,look_around,20
00:02:46.300 ,стойка,117.996,rearing_nosup,18
00:02:50.230 ,нюхает у двери,124.503,around_door,15
00:02:56.737 ,нос вверх,127.696,look_around,20
00:02:59.930 ,стойка,129.386,rearing_nosup,18
00:03:01.620 ,взаимодействие с кормушкой,131.247,around_feeder,13
00:03:03.481 ,подход к кормушке,132.706,approach_feeder,12
00:03:04.940 ,подход к правой педали,135.756,approach_right,1
00:03:07.990 ,взаимодействие с правой педалью,136.996,around_right,4
00:03:09.230 ,стойка,139.906,rearing_nosup,18
00:03:12.140 ,взаимодействие с правой педалью,143.816,around_right,4
00:03:16.050 ,нос вверх,154.693,look_around,20
00:03:26.927 ,нос вверх,158.434,look_around,20
00:03:30.668 ,нос вверх,159.326,look_around,20
00:03:31.560 ,подход к кормушке,165.775,approach_feeder,12
00:03:38.009 ,нос вверх,166.986,look_around,20
00:03:39.220 ,ест,178.436,feeder,9
00:03:50.670 ,взаимодействие с кормушкой,179.486,around_feeder,13
00:03:51.720 ,ест,188.156,feeder,9
00:04:00.390 ,нос вверх,193.17,look_around,20
00:04:05.404 ,ест,202.876,feeder,9
00:04:15.110 ,нос вверх,205.894,look_around,20
00:04:18.128 ,ест,223.926,feeder,9
00:04:36.160 ,взаимодействие с кормушкой,229.866,around_feeder,13
00:04:42.100 ,взаимодействие с кормушкой,232.966,around_feeder,13
00:04:45.200 ,нос вверх,233.896,look_around,20
00:04:46.130 ,поиск еды вне кормушки,237.846,look_down,21
00:04:50.080 ,ест,247.096,feeder,9
00:04:59.330 ,взаимодействие с кормушкой,251.726,around_feeder,13
00:05:03.960 ,подход к правой педали,253.426,approach_right,1
00:05:05.660 ,подход к левой педали,256.236,approach_left,7
00:05:08.470 ,нюхает у двери,258.896,around_door,15
00:05:11.130 ,нос вверх,259.876,look_around,20
00:05:12.110 ,стойка,260.806,rearing_nosup,18
00:05:13.040 ,стойка,265.386,rearing_nosup,18
00:05:17.620 ,стойка,270.086,rearing_nosup,18
00:05:22.320 ,подход к кормушке,273.076,approach_feeder,12
00:05:25.310 ,ест,289.719,feeder,9
00:05:41.953 ,стойка,295.731,rearing_nosup,18
00:05:47.965 ,умывание,298.446,grooming,5
00:05:50.680 ,подход к левой педали,300.386,approach_left,7
00:05:52.620 ,нос вверх,301.656,look_around,20
00:05:53.890 ,взаимодействие с педалью,305.076,around_wallwithlever,14
00:05:57.310 ,умывание,322.984,grooming,5
00:06:15.218 ,нос вверх,324.496,look_around,20
00:06:16.730 ,нос вверх,329.346,look_around,20
00:06:21.580 ,умывание,331.926,grooming,5
00:06:24.160 ,умывание,334.926,grooming,5
00:06:27.160 ,нос вверх,335.916,look_around,20
00:06:28.150 ,подход к кормушке,338.986,approach_feeder,12
00:06:31.220 ,ест,373.146,feeder,9
00:07:05.380 ,ест,382.681,feeder,9
00:07:14.915 ,нос вверх,385.146,look_around,20
00:07:17.380 ,ест,387.936,feeder,9
00:07:20.170 ,взаимодействие с кормушкой,394.586,around_feeder,13
00:07:26.820 ,нос вверх,397.77,look_around,20
00:07:30.004 ,нос вверх,406.387,look_around,20
00:07:38.621 ,нос вверх,410.413,look_around,20
00:07:42.647 ,ест,414.066,feeder,9
00:07:46.300 ,подход к левой педали,416.536,approach_left,7
00:07:48.770 ,нюхает у двери,418.286,around_door,15
00:07:50.520 ,взаимодействие с педалью,430.985,around_wallwithlever,14
00:08:03.219 ,подход к правой педали,430.985,approach_right,1
00:08:03.219 ,взаимодействие с педалью,439.477,around_wallwithlever,14
00:08:11.711 ,подход к левой педали,447.876,approach_left,7
00:08:20.110 ,взаимодействие с педалью,452.874,around_wallwithlever,14
00:08:25.108 ,подход к правой педали,457.856,approach_right,1
00:08:30.090 ,умывание,465.696,grooming,5
00:08:37.930 ,сидит у стены с педалями,482.186,around_wallwithlever,14
00:08:54.420 ,сидит у стены с педалями,491.316,around_wallwithlever,14
00:09:03.550 ,сидит у стены с педалями,513.916,around_wallwithlever,14
00:09:26.150 ,сидит у стены с педалями,518.726,around_wallwithlever,14
00:09:30.960 ,нос вверх,521.841,look_around,20
00:09:34.075 ,нос вверх,523.146,look_around,20
00:09:35.380 ,сидит у стены с педалями,544.988,around_wallwithlever,14
